"x","y","pwprob"
"G_14","G_64",0.708
"G_14","G_65",0.849375
"G_14","G_66",0.87325
"G_14","G_67",0.866625
"G_14","G_68",0.662
"G_14","G_69",0.840375
"G_14","G_70",0.772
"G_14","G_71",0.704
"G_14","G_72",0.762875
"G_14","G_73",0.34475
"G_14","G_74",0.855125
"G_14","G_75",0.844375
"G_14","G_77",0.842625
"G_14","G_78",0.792875
"G_14","G_82",0.846875
"G_14","G_83",0.83725
"G_14","G_84",0.788
"G_14","G_85",0.853125
"G_14","G_86",0.88375
"G_14","G_87",0.873875
"G_14","G_88",0.83525
"G_14","G_89",0.524375
"G_14","G_90",0.802125
"G_14","G_91",0.7015
"G_14","G_92",0.8945
"G_14","G_93",0.11775
"G_14","G_97",0.864875
"G_14","G_98",0.796
"G_15","G_16",0.09675
"G_15","G_17",0.074375
"G_15","G_18",0.112
"G_15","G_19",0.14175
"G_15","G_20",0.069375
"G_15","G_21",0.098875
"G_15","G_22",0.71275
"G_15","G_23",0.84425
"G_15","G_24",0.4145
"G_15","G_25",0.065
"G_15","G_26",0.09275
"G_15","G_27",0.0815
"G_15","G_28",0.070125
"G_15","G_29",0.113375
"G_15","G_30",0.066
"G_15","G_31",0.08225
"G_15","G_32",0.06725
"G_15","G_34",0.077125
"G_15","G_35",0.0625
"G_15","G_36",0.072125
"G_15","G_37",0.185875
"G_15","G_38",0.0895
"G_15","G_39",0.1115
"G_15","G_40",0.080125
"G_15","G_41",0.069125
"G_15","G_42",0.075375
"G_15","G_43",0.093375
"G_15","G_44",0.078625
"G_15","G_45",0.08525
"G_15","G_46",0.063375
"G_15","G_47",0.07425
"G_15","G_48",0.1185
"G_15","G_49",0.091125
"G_15","G_50",0.08825
"G_15","G_51",0.1045
"G_15","G_52",0.092375
"G_15","G_54",0.095625
"G_15","G_56",0.091875
"G_15","G_57",0.219625
"G_15","G_59",0.23875
"G_15","G_60",0.235
"G_15","G_61",0.726875
"G_15","G_62",0.129625
"G_15","G_63",0.11175
"G_15","G_64",0.0945
"G_15","G_65",0.115625
"G_15","G_66",0.18525
"G_15","G_67",0.236625
"G_15","G_68",0.078375
"G_15","G_69",0.107125
"G_15","G_70",0.087
"G_15","G_71",0.084
"G_15","G_72",0.08975
"G_15","G_73",0.10275
"G_15","G_74",0.54025
"G_15","G_75",0.12775
"G_15","G_77",0.297875
"G_15","G_78",0.240375
"G_15","G_82",0.346375
"G_15","G_83",0.826625
"G_15","G_84",0.180625
"G_15","G_85",0.305625
"G_15","G_86",0.68975
"G_15","G_87",0.8425
"G_15","G_88",0.260625
"G_15","G_89",0.095625
"G_15","G_90",0.173
"G_15","G_91",0.13475
"G_15","G_92",0.391625
"G_15","G_93",0.078
"G_15","G_97",0.844625
"G_15","G_98",0.09
"G_16","G_17",0.17625
"G_16","G_18",0.8335
"G_16","G_19",0.682625
"G_16","G_20",0.088125
"G_16","G_21",0.186125
"G_16","G_22",0.91175
"G_16","G_23",0.898625
"G_16","G_24",0.873125
"G_16","G_25",0.099375
"G_16","G_26",0.56725
"G_16","G_27",0.613875
"G_16","G_28",0.097375
"G_16","G_29",0.258125
"G_16","G_30",0.569375
"G_16","G_31",0.287125
"G_16","G_32",0.06125
"G_16","G_34",0.19525
"G_16","G_35",0.571125
"G_16","G_36",0.202375
"G_16","G_37",0.818625
"G_16","G_38",0.118
"G_16","G_39",0.505875
"G_16","G_40",0.104375
"G_16","G_41",0.22175
"G_16","G_42",0.075875
"G_16","G_43",0.120125
"G_16","G_44",0.11175
"G_16","G_45",0.10375
"G_16","G_46",0.07175
"G_16","G_47",0.12825
"G_16","G_48",0.79675
"G_16","G_49",0.346125
"G_16","G_50",0.120125
"G_16","G_51",0.219375
"G_16","G_52",0.232125
"G_16","G_54",0.76125
"G_16","G_56",0.78425
"G_16","G_57",0.90875
"G_16","G_59",0.818625
"G_16","G_60",0.78725
"G_16","G_61",0.878
"G_16","G_62",0.84
"G_16","G_63",0.357
"G_16","G_64",0.543
"G_16","G_65",0.818875
"G_16","G_66",0.874875
"G_16","G_67",0.8975
"G_16","G_68",0.427
"G_16","G_69",0.842875
"G_16","G_70",0.637875
"G_16","G_71",0.582
"G_16","G_72",0.691375
"G_16","G_73",0.2
"G_16","G_74",0.86475
"G_16","G_75",0.852375
"G_16","G_77",0.837125
"G_16","G_78",0.777875
"G_16","G_82",0.847125
"G_16","G_83",0.856875
"G_16","G_84",0.735375
"G_16","G_85",0.8575
"G_16","G_86",0.907875
"G_16","G_87",0.903125
"G_16","G_88",0.831
"G_16","G_89",0.381875
"G_16","G_90",0.77175
"G_16","G_91",0.5965
"G_16","G_92",0.873125
"G_16","G_93",0.0995
"G_16","G_97",0.879875
"G_16","G_98",0.7125
"G_17","G_18",0.902
"G_17","G_19",0.8655
"G_17","G_20",0.35025
"G_17","G_21",0.542625
"G_17","G_22",0.91575
"G_17","G_23",0.91675
"G_17","G_24",0.891875
"G_17","G_25",0.51175
"G_17","G_26",0.81875
"G_17","G_27",0.83325
"G_17","G_28",0.51975
"G_17","G_29",0.731125
"G_17","G_30",0.797625
"G_17","G_31",0.695
"G_17","G_32",0.2035
"G_17","G_34",0.569625
"G_17","G_35",0.78825
"G_17","G_36",0.50975
"G_17","G_37",0.897625
"G_17","G_38",0.3265
"G_17","G_39",0.794125
"G_17","G_40",0.412875
"G_17","G_41",0.659
"G_17","G_42",0.158875
"G_17","G_43",0.490625
"G_17","G_44",0.38075
"G_17","G_45",0.24775
"G_17","G_46",0.406125
"G_17","G_47",0.60225
"G_17","G_48",0.88225
"G_17","G_49",0.729625
"G_17","G_50",0.26
"G_17","G_51",0.633125
"G_17","G_52",0.6795
"G_17","G_54",0.854
"G_17","G_56",0.8755
"G_17","G_57",0.92675
"G_17","G_59",0.877625
"G_17","G_60",0.862625
"G_17","G_61",0.901125
"G_17","G_62",0.897375
"G_17","G_63",0.742
"G_17","G_64",0.792125
"G_17","G_65",0.89025
"G_17","G_66",0.922
"G_17","G_67",0.908375
"G_17","G_68",0.78
"G_17","G_69",0.893375
"G_17","G_70",0.845375
"G_17","G_71",0.820875
"G_17","G_72",0.83125
"G_17","G_73",0.56125
"G_17","G_74",0.884625
"G_17","G_75",0.892375
"G_17","G_77",0.890625
"G_17","G_78",0.826125
"G_17","G_82",0.89075
"G_17","G_83",0.879875
"G_17","G_84",0.826125
"G_17","G_85",0.89575
"G_17","G_86",0.927625
"G_17","G_87",0.907125
"G_17","G_88",0.8935
"G_17","G_89",0.678
"G_17","G_90",0.856375
"G_17","G_91",0.8085
"G_17","G_92",0.91125
"G_17","G_93",0.260125
"G_17","G_97",0.89325
"G_17","G_98",0.86075
"G_18","G_19",0.38675
"G_18","G_20",0.07425
"G_18","G_21",0.1145
"G_18","G_22",0.91
"G_18","G_23",0.889625
"G_18","G_24",0.865625
"G_18","G_25",0.074125
"G_18","G_26",0.1615
"G_18","G_27",0.187
"G_18","G_28",0.0735
"G_18","G_29",0.10975
"G_18","G_30",0.203875
"G_18","G_31",0.093125
"G_18","G_32",0.068875
"G_18","G_34",0.108125
"G_18","G_35",0.249375
"G_18","G_36",0.1145
"G_18","G_37",0.626875
"G_18","G_38",0.103625
"G_18","G_39",0.212375
"G_18","G_40",0.082125
"G_18","G_41",0.08175
"G_18","G_42",0.0785
"G_18","G_43",0.103125
"G_18","G_44",0.095375
"G_18","G_45",0.094125
"G_18","G_46",0.05825
"G_18","G_47",0.082875
"G_18","G_48",0.54275
"G_18","G_49",0.14475
"G_18","G_50",0.115
"G_18","G_51",0.114375
"G_18","G_52",0.094375
"G_18","G_54",0.4215
"G_18","G_56",0.480375
"G_18","G_57",0.8475
"G_18","G_59",0.701625
"G_18","G_60",0.63175
"G_18","G_61",0.859
"G_18","G_62",0.61675
"G_18","G_63",0.14325
"G_18","G_64",0.202375
"G_18","G_65",0.561125
"G_18","G_66",0.674
"G_18","G_67",0.8255
"G_18","G_68",0.111875
"G_18","G_69",0.612875
"G_18","G_70",0.191
"G_18","G_71",0.263375
"G_18","G_72",0.34
"G_18","G_73",0.131375
"G_18","G_74",0.83675
"G_18","G_75",0.69975
"G_18","G_77",0.70975
"G_18","G_78",0.65275
"G_18","G_82",0.788
"G_18","G_83",0.8565
"G_18","G_84",0.559625
"G_18","G_85",0.78275
"G_18","G_86",0.9025
"G_18","G_87",0.8805
"G_18","G_88",0.66725
"G_18","G_89",0.18425
"G_18","G_90",0.557
"G_18","G_91",0.326875
"G_18","G_92",0.774625
"G_18","G_93",0.0905
"G_18","G_97",0.87175
"G_18","G_98",0.22775
"G_19","G_20",0.1025
"G_19","G_21",0.16575
"G_19","G_22",0.88425
"G_19","G_23",0.87625
"G_19","G_24",0.85
"G_19","G_25",0.102125
"G_19","G_26",0.322625
"G_19","G_27",0.35725
"G_19","G_28",0.0905
"G_19","G_29",0.194625
"G_19","G_30",0.352
"G_19","G_31",0.17
"G_19","G_32",0.073
"G_19","G_34",0.16075
"G_19","G_35",0.373875
"G_19","G_36",0.154875
"G_19","G_37",0.685375
"G_19","G_38",0.124125
"G_19","G_39",0.328
"G_19","G_40",0.093
"G_19","G_41",0.124375
"G_19","G_42",0.07375
"G_19","G_43",0.123
"G_19","G_44",0.1095
"G_19","G_45",0.119
"G_19","G_46",0.0945
"G_19","G_47",0.128
"G_19","G_48",0.634125
"G_19","G_49",0.238875
"G_19","G_50",0.13425
"G_19","G_51",0.178875
"G_19","G_52",0.1545
"G_19","G_54",0.545375
"G_19","G_56",0.583625
"G_19","G_57",0.802375
"G_19","G_59",0.741375
"G_19","G_60",0.678875
"G_19","G_61",0.876
"G_19","G_62",0.658375
"G_19","G_63",0.251
"G_19","G_64",0.338
"G_19","G_65",0.642375
"G_19","G_66",0.728625
"G_19","G_67",0.787625
"G_19","G_68",0.237375
"G_19","G_69",0.66675
"G_19","G_70",0.384875
"G_19","G_71",0.39475
"G_19","G_72",0.47175
"G_19","G_73",0.192625
"G_19","G_74",0.833875
"G_19","G_75",0.7185
"G_19","G_77",0.719375
"G_19","G_78",0.676875
"G_19","G_82",0.8055
"G_19","G_83",0.855125
"G_19","G_84",0.610875
"G_19","G_85",0.7935
"G_19","G_86",0.884
"G_19","G_87",0.882875
"G_19","G_88",0.717375
"G_19","G_89",0.258625
"G_19","G_90",0.627
"G_19","G_91",0.41225
"G_19","G_92",0.80475
"G_19","G_93",0.094375
"G_19","G_97",0.8755
"G_19","G_98",0.41275
"G_20","G_21",0.720875
"G_20","G_22",0.934375
"G_20","G_23",0.931
"G_20","G_24",0.927625
"G_20","G_25",0.706125
"G_20","G_26",0.89275
"G_20","G_27",0.9135
"G_20","G_28",0.69025
"G_20","G_29",0.854875
"G_20","G_30",0.880625
"G_20","G_31",0.817875
"G_20","G_32",0.2535
"G_20","G_34",0.7135
"G_20","G_35",0.872875
"G_20","G_36",0.66425
"G_20","G_37",0.920875
"G_20","G_38",0.44675
"G_20","G_39",0.87925
"G_20","G_40",0.55125
"G_20","G_41",0.79
"G_20","G_42",0.2
"G_20","G_43",0.65825
"G_20","G_44",0.534
"G_20","G_45",0.333375
"G_20","G_46",0.58375
"G_20","G_47",0.78725
"G_20","G_48",0.928875
"G_20","G_49",0.850125
"G_20","G_50",0.3175
"G_20","G_51",0.7745
"G_20","G_52",0.813
"G_20","G_54",0.88375
"G_20","G_56",0.893125
"G_20","G_57",0.92775
"G_20","G_59",0.90075
"G_20","G_60",0.907875
"G_20","G_61",0.920125
"G_20","G_62",0.92025
"G_20","G_63",0.871375
"G_20","G_64",0.88925
"G_20","G_65",0.9375
"G_20","G_66",0.941625
"G_20","G_67",0.925875
"G_20","G_68",0.864875
"G_20","G_69",0.932
"G_20","G_70",0.901875
"G_20","G_71",0.875375
"G_20","G_72",0.889375
"G_20","G_73",0.729375
"G_20","G_74",0.912375
"G_20","G_75",0.9095
"G_20","G_77",0.909875
"G_20","G_78",0.869
"G_20","G_82",0.919
"G_20","G_83",0.903625
"G_20","G_84",0.8885
"G_20","G_85",0.933875
"G_20","G_86",0.942625
"G_20","G_87",0.932875
"G_20","G_88",0.919125
"G_20","G_89",0.802875
"G_20","G_90",0.8955
"G_20","G_91",0.87525
"G_20","G_92",0.935125
"G_20","G_93",0.349875
"G_20","G_97",0.937625
"G_20","G_98",0.90375
"G_21","G_22",0.9005
"G_21","G_23",0.905125
"G_21","G_24",0.892
"G_21","G_25",0.441125
"G_21","G_26",0.801375
"G_21","G_27",0.840625
"G_21","G_28",0.429
"G_21","G_29",0.67925
"G_21","G_30",0.79625
"G_21","G_31",0.651375
"G_21","G_32",0.128125
"G_21","G_34",0.52075
"G_21","G_35",0.778375
"G_21","G_36",0.4775
"G_21","G_37",0.884875
"G_21","G_38",0.261875
"G_21","G_39",0.768375
"G_21","G_40",0.344375
"G_21","G_41",0.6045
"G_21","G_42",0.124125
"G_21","G_43",0.40125
"G_21","G_44",0.301875
"G_21","G_45",0.199125
"G_21","G_46",0.319625
"G_21","G_47",0.555625
"G_21","G_48",0.89325
"G_21","G_49",0.687125
"G_21","G_50",0.209
"G_21","G_51",0.572875
"G_21","G_52",0.621375
"G_21","G_54",0.831
"G_21","G_56",0.85175
"G_21","G_57",0.899875
"G_21","G_59",0.868375
"G_21","G_60",0.862625
"G_21","G_61",0.888875
"G_21","G_62",0.88475
"G_21","G_63",0.714875
"G_21","G_64",0.782
"G_21","G_65",0.900375
"G_21","G_66",0.900875
"G_21","G_67",0.898375
"G_21","G_68",0.756125
"G_21","G_69",0.893
"G_21","G_70",0.82775
"G_21","G_71",0.793
"G_21","G_72",0.817125
"G_21","G_73",0.512875
"G_21","G_74",0.882125
"G_21","G_75",0.883375
"G_21","G_77",0.875125
"G_21","G_78",0.826875
"G_21","G_82",0.88775
"G_21","G_83",0.888375
"G_21","G_84",0.8335
"G_21","G_85",0.89275
"G_21","G_86",0.914
"G_21","G_87",0.897125
"G_21","G_88",0.875625
"G_21","G_89",0.639875
"G_21","G_90",0.8455
"G_21","G_91",0.78225
"G_21","G_92",0.904
"G_21","G_93",0.2215
"G_21","G_97",0.90475
"G_21","G_98",0.86525
"G_22","G_23",0.834875
"G_22","G_24",0.241125
"G_22","G_25",0.06475
"G_22","G_26",0.09175
"G_22","G_27",0.0865
"G_22","G_28",0.059625
"G_22","G_29",0.10725
"G_22","G_30",0.071625
"G_22","G_31",0.075625
"G_22","G_32",0.0535
"G_22","G_34",0.076
"G_22","G_35",0.054375
"G_22","G_36",0.068875
"G_22","G_37",0.126
"G_22","G_38",0.085375
"G_22","G_39",0.1
"G_22","G_40",0.0755
"G_22","G_41",0.063625
"G_22","G_42",0.065125
"G_22","G_43",0.08275
"G_22","G_44",0.078375
"G_22","G_45",0.06925
"G_22","G_46",0.05675
"G_22","G_47",0.074875
"G_22","G_48",0.103375
"G_22","G_49",0.084
"G_22","G_50",0.08775
"G_22","G_51",0.1005
"G_22","G_52",0.083625
"G_22","G_54",0.0915
"G_22","G_56",0.088
"G_22","G_57",0.138875
"G_22","G_59",0.146875
"G_22","G_60",0.168
"G_22","G_61",0.623625
"G_22","G_62",0.102375
"G_22","G_63",0.107375
"G_22","G_64",0.087625
"G_22","G_65",0.110875
"G_22","G_66",0.13775
"G_22","G_67",0.14325
"G_22","G_68",0.08
"G_22","G_69",0.0865
"G_22","G_70",0.0875
"G_22","G_71",0.065375
"G_22","G_72",0.08375
"G_22","G_73",0.11575
"G_22","G_74",0.41825
"G_22","G_75",0.095375
"G_22","G_77",0.17075
"G_22","G_78",0.158875
"G_22","G_82",0.208875
"G_22","G_83",0.828
"G_22","G_84",0.1135
"G_22","G_85",0.197125
"G_22","G_86",0.515375
"G_22","G_87",0.836
"G_22","G_88",0.192
"G_22","G_89",0.083375
"G_22","G_90",0.120125
"G_22","G_91",0.1135
"G_22","G_92",0.2835
"G_22","G_93",0.07075
"G_22","G_97",0.827125
"G_22","G_98",0.06825
"G_23","G_24",0.112375
"G_23","G_25",0.06125
"G_23","G_26",0.092875
"G_23","G_27",0.084125
"G_23","G_28",0.067875
"G_23","G_29",0.107875
"G_23","G_30",0.064375
"G_23","G_31",0.076125
"G_23","G_32",0.06275
"G_23","G_34",0.076375
"G_23","G_35",0.0655
"G_23","G_36",0.071125
"G_23","G_37",0.114625
"G_23","G_38",0.093875
"G_23","G_39",0.110625
"G_23","G_40",0.08375
"G_23","G_41",0.06075
"G_23","G_42",0.070375
"G_23","G_43",0.092875
"G_23","G_44",0.079
"G_23","G_45",0.09675
"G_23","G_46",0.059875
"G_23","G_47",0.0665
"G_23","G_48",0.103
"G_23","G_49",0.101375
"G_23","G_50",0.105375
"G_23","G_51",0.096
"G_23","G_52",0.092125
"G_23","G_54",0.098125
"G_23","G_56",0.1005
"G_23","G_57",0.154625
"G_23","G_59",0.095875
"G_23","G_60",0.093625
"G_23","G_61",0.30625
"G_23","G_62",0.126875
"G_23","G_63",0.1175
"G_23","G_64",0.088125
"G_23","G_65",0.10525
"G_23","G_66",0.138125
"G_23","G_67",0.139375
"G_23","G_68",0.07225
"G_23","G_69",0.108375
"G_23","G_70",0.098375
"G_23","G_71",0.092125
"G_23","G_72",0.077125
"G_23","G_73",0.10675
"G_23","G_74",0.170375
"G_23","G_75",0.124625
"G_23","G_77",0.141875
"G_23","G_78",0.0645
"G_23","G_82",0.113125
"G_23","G_83",0.700375
"G_23","G_84",0.071
"G_23","G_85",0.10225
"G_23","G_86",0.2085
"G_23","G_87",0.815
"G_23","G_88",0.11675
"G_23","G_89",0.085
"G_23","G_90",0.09475
"G_23","G_91",0.116375
"G_23","G_92",0.151625
"G_23","G_93",0.077375
"G_23","G_97",0.639375
"G_23","G_98",0.102875
"G_24","G_25",0.074875
"G_24","G_26",0.109375
"G_24","G_27",0.13025
"G_24","G_28",0.071
"G_24","G_29",0.119875
"G_24","G_30",0.10025
"G_24","G_31",0.097875
"G_24","G_32",0.064625
"G_24","G_34",0.0915
"G_24","G_35",0.079625
"G_24","G_36",0.087625
"G_24","G_37",0.246
"G_24","G_38",0.0945
"G_24","G_39",0.147125
"G_24","G_40",0.082625
"G_24","G_41",0.07675
"G_24","G_42",0.073875
"G_24","G_43",0.092375
"G_24","G_44",0.09825
"G_24","G_45",0.0995
"G_24","G_46",0.060875
"G_24","G_47",0.073375
"G_24","G_48",0.157125
"G_24","G_49",0.114875
"G_24","G_50",0.113375
"G_24","G_51",0.11625
"G_24","G_52",0.097125
"G_24","G_54",0.111
"G_24","G_56",0.110625
"G_24","G_57",0.2795
"G_24","G_59",0.288625
"G_24","G_60",0.283125
"G_24","G_61",0.76125
"G_24","G_62",0.161875
"G_24","G_63",0.117625
"G_24","G_64",0.10925
"G_24","G_65",0.142875
"G_24","G_66",0.24225
"G_24","G_67",0.32625
"G_24","G_68",0.087375
"G_24","G_69",0.140875
"G_24","G_70",0.107875
"G_24","G_71",0.106875
"G_24","G_72",0.10475
"G_24","G_73",0.142125
"G_24","G_74",0.610125
"G_24","G_75",0.16
"G_24","G_77",0.332625
"G_24","G_78",0.2805
"G_24","G_82",0.397875
"G_24","G_83",0.8465
"G_24","G_84",0.212125
"G_24","G_85",0.3835
"G_24","G_86",0.744625
"G_24","G_87",0.891
"G_24","G_88",0.326
"G_24","G_89",0.108125
"G_24","G_90",0.222
"G_24","G_91",0.1465
"G_24","G_92",0.455125
"G_24","G_93",0.078625
"G_24","G_97",0.872125
"G_24","G_98",0.10025
"G_25","G_26",0.88725
"G_25","G_27",0.91375
"G_25","G_28",0.5195
"G_25","G_29",0.821
"G_25","G_30",0.858875
"G_25","G_31",0.778125
"G_25","G_32",0.143125
"G_25","G_34",0.566625
"G_25","G_35",0.865125
"G_25","G_36",0.51775
"G_25","G_37",0.913125
"G_25","G_38",0.277875
"G_25","G_39",0.83775
"G_25","G_40",0.350375
"G_25","G_41",0.734125
"G_25","G_42",0.13325
"G_25","G_43",0.433625
"G_25","G_44",0.318
"G_25","G_45",0.176875
"G_25","G_46",0.317125
"G_25","G_47",0.693875
"G_25","G_48",0.920375
"G_25","G_49",0.78875
"G_25","G_50",0.2235
"G_25","G_51",0.668875
"G_25","G_52",0.757375
"G_25","G_54",0.878
"G_25","G_56",0.897625
"G_25","G_57",0.932
"G_25","G_59",0.90775
"G_25","G_60",0.911875
"G_25","G_61",0.92475
"G_25","G_62",0.91575
"G_25","G_63",0.810875
"G_25","G_64",0.8895
"G_25","G_65",0.94275
"G_25","G_66",0.936875
"G_25","G_67",0.919875
"G_25","G_68",0.865875
"G_25","G_69",0.926375
"G_25","G_70",0.909875
"G_25","G_71",0.85125
"G_25","G_72",0.88525
"G_25","G_73",0.550375
"G_25","G_74",0.908375
"G_25","G_75",0.903
"G_25","G_77",0.899875
"G_25","G_78",0.87125
"G_25","G_82",0.91825
"G_25","G_83",0.915125
"G_25","G_84",0.879625
"G_25","G_85",0.923875
"G_25","G_86",0.93725
"G_25","G_87",0.929625
"G_25","G_88",0.934625
"G_25","G_89",0.738
"G_25","G_90",0.895625
"G_25","G_91",0.8595
"G_25","G_92",0.935625
"G_25","G_93",0.241125
"G_25","G_97",0.944875
"G_25","G_98",0.8955
"G_26","G_27",0.534
"G_26","G_28",0.09025
"G_26","G_29",0.196875
"G_26","G_30",0.507875
"G_26","G_31",0.207125
"G_26","G_32",0.07675
"G_26","G_34",0.2045
"G_26","G_35",0.528875
"G_26","G_36",0.211125
"G_26","G_37",0.829625
"G_26","G_38",0.1325
"G_26","G_39",0.470875
"G_26","G_40",0.124125
"G_26","G_41",0.140125
"G_26","G_42",0.086125
"G_26","G_43",0.140625
"G_26","G_44",0.1205
"G_26","G_45",0.135125
"G_26","G_46",0.09375
"G_26","G_47",0.1265
"G_26","G_48",0.816625
"G_26","G_49",0.30925
"G_26","G_50",0.136375
"G_26","G_51",0.197875
"G_26","G_52",0.18025
"G_26","G_54",0.759125
"G_26","G_56",0.806875
"G_26","G_57",0.917125
"G_26","G_59",0.85575
"G_26","G_60",0.81
"G_26","G_61",0.90625
"G_26","G_62",0.8635
"G_26","G_63",0.333
"G_26","G_64",0.476625
"G_26","G_65",0.86
"G_26","G_66",0.872625
"G_26","G_67",0.89775
"G_26","G_68",0.339125
"G_26","G_69",0.8765
"G_26","G_70",0.581625
"G_26","G_71",0.5365
"G_26","G_72",0.66825
"G_26","G_73",0.226625
"G_26","G_74",0.881
"G_26","G_75",0.87575
"G_26","G_77",0.831625
"G_26","G_78",0.7765
"G_26","G_82",0.883
"G_26","G_83",0.86925
"G_26","G_84",0.752
"G_26","G_85",0.888625
"G_26","G_86",0.91275
"G_26","G_87",0.89725
"G_26","G_88",0.824625
"G_26","G_89",0.34675
"G_26","G_90",0.758625
"G_26","G_91",0.556875
"G_26","G_92",0.887
"G_26","G_93",0.10725
"G_26","G_97",0.895375
"G_26","G_98",0.678125
"G_27","G_28",0.091625
"G_27","G_29",0.168875
"G_27","G_30",0.487625
"G_27","G_31",0.2045
"G_27","G_32",0.08325
"G_27","G_34",0.169
"G_27","G_35",0.497
"G_27","G_36",0.178875
"G_27","G_37",0.816125
"G_27","G_38",0.12225
"G_27","G_39",0.4185
"G_27","G_40",0.11025
"G_27","G_41",0.132
"G_27","G_42",0.089
"G_27","G_43",0.130125
"G_27","G_44",0.11675
"G_27","G_45",0.134875
"G_27","G_46",0.073875
"G_27","G_47",0.10075
"G_27","G_48",0.783625
"G_27","G_49",0.26675
"G_27","G_50",0.139125
"G_27","G_51",0.166875
"G_27","G_52",0.163875
"G_27","G_54",0.741125
"G_27","G_56",0.783
"G_27","G_57",0.89325
"G_27","G_59",0.82975
"G_27","G_60",0.78075
"G_27","G_61",0.8975
"G_27","G_62",0.832125
"G_27","G_63",0.290125
"G_27","G_64",0.4485
"G_27","G_65",0.81975
"G_27","G_66",0.862
"G_27","G_67",0.89675
"G_27","G_68",0.290125
"G_27","G_69",0.836875
"G_27","G_70",0.537375
"G_27","G_71",0.521375
"G_27","G_72",0.6305
"G_27","G_73",0.18125
"G_27","G_74",0.85975
"G_27","G_75",0.861375
"G_27","G_77",0.8135
"G_27","G_78",0.761
"G_27","G_82",0.857375
"G_27","G_83",0.883375
"G_27","G_84",0.717375
"G_27","G_85",0.854625
"G_27","G_86",0.906
"G_27","G_87",0.908875
"G_27","G_88",0.811625
"G_27","G_89",0.31575
"G_27","G_90",0.745625
"G_27","G_91",0.529375
"G_27","G_92",0.860625
"G_27","G_93",0.105125
