"x","y","pwprob"
"G_27","G_97",0.891625
"G_27","G_98",0.634875
"G_28","G_29",0.841375
"G_28","G_30",0.869
"G_28","G_31",0.795
"G_28","G_32",0.16825
"G_28","G_34",0.569875
"G_28","G_35",0.8575
"G_28","G_36",0.524125
"G_28","G_37",0.9215
"G_28","G_38",0.28625
"G_28","G_39",0.837375
"G_28","G_40",0.34725
"G_28","G_41",0.752
"G_28","G_42",0.1345
"G_28","G_43",0.410125
"G_28","G_44",0.314125
"G_28","G_45",0.196375
"G_28","G_46",0.3375
"G_28","G_47",0.6725
"G_28","G_48",0.921875
"G_28","G_49",0.798
"G_28","G_50",0.23175
"G_28","G_51",0.66675
"G_28","G_52",0.76575
"G_28","G_54",0.895375
"G_28","G_56",0.905375
"G_28","G_57",0.9345
"G_28","G_59",0.915875
"G_28","G_60",0.912125
"G_28","G_61",0.929125
"G_28","G_62",0.9225
"G_28","G_63",0.805625
"G_28","G_64",0.881
"G_28","G_65",0.94225
"G_28","G_66",0.949625
"G_28","G_67",0.93725
"G_28","G_68",0.870625
"G_28","G_69",0.92675
"G_28","G_70",0.9115
"G_28","G_71",0.858875
"G_28","G_72",0.887375
"G_28","G_73",0.549
"G_28","G_74",0.9075
"G_28","G_75",0.918625
"G_28","G_77",0.912375
"G_28","G_78",0.86125
"G_28","G_82",0.91675
"G_28","G_83",0.906875
"G_28","G_84",0.886
"G_28","G_85",0.92225
"G_28","G_86",0.937
"G_28","G_87",0.930375
"G_28","G_88",0.92875
"G_28","G_89",0.726875
"G_28","G_90",0.898375
"G_28","G_91",0.858
"G_28","G_92",0.944375
"G_28","G_93",0.236375
"G_28","G_97",0.943875
"G_28","G_98",0.910125
"G_29","G_30",0.758375
"G_29","G_31",0.49275
"G_29","G_32",0.08325
"G_29","G_34",0.332125
"G_29","G_35",0.75525
"G_29","G_36",0.330875
"G_29","G_37",0.8755
"G_29","G_38",0.167375
"G_29","G_39",0.673125
"G_29","G_40",0.1545
"G_29","G_41",0.401125
"G_29","G_42",0.080625
"G_29","G_43",0.16675
"G_29","G_44",0.151875
"G_29","G_45",0.1155
"G_29","G_46",0.125
"G_29","G_47",0.28625
"G_29","G_48",0.88525
"G_29","G_49",0.55025
"G_29","G_50",0.1435
"G_29","G_51",0.378125
"G_29","G_52",0.432875
"G_29","G_54",0.835125
"G_29","G_56",0.85825
"G_29","G_57",0.905
"G_29","G_59",0.870125
"G_29","G_60",0.8575
"G_29","G_61",0.885875
"G_29","G_62",0.891875
"G_29","G_63",0.557625
"G_29","G_64",0.734125
"G_29","G_65",0.905
"G_29","G_66",0.8985
"G_29","G_67",0.892625
"G_29","G_68",0.702375
"G_29","G_69",0.88475
"G_29","G_70",0.838875
"G_29","G_71",0.7295
"G_29","G_72",0.82775
"G_29","G_73",0.31625
"G_29","G_74",0.882625
"G_29","G_75",0.8785
"G_29","G_77",0.85125
"G_29","G_78",0.83225
"G_29","G_82",0.892
"G_29","G_83",0.87975
"G_29","G_84",0.826625
"G_29","G_85",0.894125
"G_29","G_86",0.893625
"G_29","G_87",0.898
"G_29","G_88",0.881
"G_29","G_89",0.548375
"G_29","G_90",0.843625
"G_29","G_91",0.7215
"G_29","G_92",0.911625
"G_29","G_93",0.13125
"G_29","G_97",0.90275
"G_29","G_98",0.85375
"G_30","G_31",0.25325
"G_30","G_32",0.0975
"G_30","G_34",0.21175
"G_30","G_35",0.52475
"G_30","G_36",0.219625
"G_30","G_37",0.805375
"G_30","G_38",0.148125
"G_30","G_39",0.449875
"G_30","G_40",0.13525
"G_30","G_41",0.19875
"G_30","G_42",0.099875
"G_30","G_43",0.171375
"G_30","G_44",0.145375
"G_30","G_45",0.126
"G_30","G_46",0.0925
"G_30","G_47",0.159125
"G_30","G_48",0.77975
"G_30","G_49",0.3205
"G_30","G_50",0.150125
"G_30","G_51",0.22475
"G_30","G_52",0.22675
"G_30","G_54",0.712
"G_30","G_56",0.763625
"G_30","G_57",0.9065
"G_30","G_59",0.82675
"G_30","G_60",0.787875
"G_30","G_61",0.9035
"G_30","G_62",0.817625
"G_30","G_63",0.34475
"G_30","G_64",0.48625
"G_30","G_65",0.802625
"G_30","G_66",0.844375
"G_30","G_67",0.903875
"G_30","G_68",0.3635
"G_30","G_69",0.831125
"G_30","G_70",0.5485
"G_30","G_71",0.542
"G_30","G_72",0.635875
"G_30","G_73",0.226625
"G_30","G_74",0.884125
"G_30","G_75",0.8535
"G_30","G_77",0.827375
"G_30","G_78",0.766375
"G_30","G_82",0.85875
"G_30","G_83",0.880125
"G_30","G_84",0.7345
"G_30","G_85",0.8755
"G_30","G_86",0.924625
"G_30","G_87",0.9205
"G_30","G_88",0.821375
"G_30","G_89",0.36225
"G_30","G_90",0.737125
"G_30","G_91",0.554
"G_30","G_92",0.8685
"G_30","G_93",0.13
"G_30","G_97",0.902625
"G_30","G_98",0.624875
"G_31","G_32",0.1255
"G_31","G_34",0.353875
"G_31","G_35",0.74425
"G_31","G_36",0.3535
"G_31","G_37",0.89325
"G_31","G_38",0.191625
"G_31","G_39",0.685875
"G_31","G_40",0.206375
"G_31","G_41",0.413
"G_31","G_42",0.102375
"G_31","G_43",0.222125
"G_31","G_44",0.1765
"G_31","G_45",0.146125
"G_31","G_46",0.164
"G_31","G_47",0.33175
"G_31","G_48",0.898
"G_31","G_49",0.55
"G_31","G_50",0.158625
"G_31","G_51",0.394625
"G_31","G_52",0.44475
"G_31","G_54",0.852875
"G_31","G_56",0.887125
"G_31","G_57",0.920625
"G_31","G_59",0.888
"G_31","G_60",0.869625
"G_31","G_61",0.912
"G_31","G_62",0.909125
"G_31","G_63",0.568625
"G_31","G_64",0.73075
"G_31","G_65",0.9195
"G_31","G_66",0.931625
"G_31","G_67",0.92125
"G_31","G_68",0.682625
"G_31","G_69",0.912
"G_31","G_70",0.833875
"G_31","G_71",0.74175
"G_31","G_72",0.825875
"G_31","G_73",0.35225
"G_31","G_74",0.899625
"G_31","G_75",0.899625
"G_31","G_77",0.880375
"G_31","G_78",0.834875
"G_31","G_82",0.892125
"G_31","G_83",0.892875
"G_31","G_84",0.840875
"G_31","G_85",0.913875
"G_31","G_86",0.927625
"G_31","G_87",0.906875
"G_31","G_88",0.888875
"G_31","G_89",0.548625
"G_31","G_90",0.842375
"G_31","G_91",0.731875
"G_31","G_92",0.91
"G_31","G_93",0.160625
"G_31","G_97",0.93325
"G_31","G_98",0.868625
"G_32","G_34",0.863625
"G_32","G_35",0.909
"G_32","G_36",0.816625
"G_32","G_37",0.929
"G_32","G_38",0.672625
"G_32","G_39",0.910875
"G_32","G_40",0.753375
"G_32","G_41",0.837625
"G_32","G_42",0.35
"G_32","G_43",0.865625
"G_32","G_44",0.788375
"G_32","G_45",0.574625
"G_32","G_46",0.823625
"G_32","G_47",0.890875
"G_32","G_48",0.94325
"G_32","G_49",0.90975
"G_32","G_50",0.473375
"G_32","G_51",0.9055
"G_32","G_52",0.886
"G_32","G_54",0.90225
"G_32","G_56",0.923375
"G_32","G_57",0.942875
"G_32","G_59",0.92575
"G_32","G_60",0.917625
"G_32","G_61",0.9385
"G_32","G_62",0.922625
"G_32","G_63",0.936375
"G_32","G_64",0.9235
"G_32","G_65",0.94825
"G_32","G_66",0.951
"G_32","G_67",0.942875
"G_32","G_68",0.89625
"G_32","G_69",0.93875
"G_32","G_70",0.924625
"G_32","G_71",0.9095
"G_32","G_72",0.9025
"G_32","G_73",0.880375
"G_32","G_74",0.917875
"G_32","G_75",0.91675
"G_32","G_77",0.9215
"G_32","G_78",0.890875
"G_32","G_82",0.9355
"G_32","G_83",0.927875
"G_32","G_84",0.90025
"G_32","G_85",0.943375
"G_32","G_86",0.952875
"G_32","G_87",0.943875
"G_32","G_88",0.948875
"G_32","G_89",0.899125
"G_32","G_90",0.914
"G_32","G_91",0.914375
"G_32","G_92",0.952875
"G_32","G_93",0.52625
"G_32","G_97",0.948
"G_32","G_98",0.916125
"G_34","G_35",0.781
"G_34","G_36",0.4655
"G_34","G_37",0.889625
"G_34","G_38",0.249875
"G_34","G_39",0.772125
"G_34","G_40",0.327
"G_34","G_41",0.598125
"G_34","G_42",0.11925
"G_34","G_43",0.4
"G_34","G_44",0.2945
"G_34","G_45",0.201625
"G_34","G_46",0.312
"G_34","G_47",0.533125
"G_34","G_48",0.87525
"G_34","G_49",0.6925
"G_34","G_50",0.215875
"G_34","G_51",0.57225
"G_34","G_52",0.609875
"G_34","G_54",0.8385
"G_34","G_56",0.857125
"G_34","G_57",0.921375
"G_34","G_59",0.88125
"G_34","G_60",0.871375
"G_34","G_61",0.904
"G_34","G_62",0.9105
"G_34","G_63",0.69375
"G_34","G_64",0.77575
"G_34","G_65",0.892875
"G_34","G_66",0.919125
"G_34","G_67",0.91325
"G_34","G_68",0.745
"G_34","G_69",0.891125
"G_34","G_70",0.83625
"G_34","G_71",0.789375
"G_34","G_72",0.818875
"G_34","G_73",0.4965
"G_34","G_74",0.89825
"G_34","G_75",0.8965
"G_34","G_77",0.880625
"G_34","G_78",0.822375
"G_34","G_82",0.895375
"G_34","G_83",0.87575
"G_34","G_84",0.831125
"G_34","G_85",0.8985
"G_34","G_86",0.922125
"G_34","G_87",0.91275
"G_34","G_88",0.8825
"G_34","G_89",0.635875
"G_34","G_90",0.86
"G_34","G_91",0.78275
"G_34","G_92",0.917
"G_34","G_93",0.19925
"G_34","G_97",0.89125
"G_34","G_98",0.84825
"G_35","G_36",0.231125
"G_35","G_37",0.791125
"G_35","G_38",0.163625
"G_35","G_39",0.433125
"G_35","G_40",0.13675
"G_35","G_41",0.201875
"G_35","G_42",0.10975
"G_35","G_43",0.175375
"G_35","G_44",0.161875
"G_35","G_45",0.159125
"G_35","G_46",0.117625
"G_35","G_47",0.163625
"G_35","G_48",0.76325
"G_35","G_49",0.330375
"G_35","G_50",0.17225
"G_35","G_51",0.2235
"G_35","G_52",0.221625
"G_35","G_54",0.689875
"G_35","G_56",0.721375
"G_35","G_57",0.9075
"G_35","G_59",0.829875
"G_35","G_60",0.795875
"G_35","G_61",0.927375
"G_35","G_62",0.79025
"G_35","G_63",0.343875
"G_35","G_64",0.461875
"G_35","G_65",0.797125
"G_35","G_66",0.842875
"G_35","G_67",0.902125
"G_35","G_68",0.3415
"G_35","G_69",0.814125
"G_35","G_70",0.519
"G_35","G_71",0.513125
"G_35","G_72",0.596875
"G_35","G_73",0.234125
"G_35","G_74",0.89325
"G_35","G_75",0.826
"G_35","G_77",0.821125
"G_35","G_78",0.761875
"G_35","G_82",0.8685
"G_35","G_83",0.892875
"G_35","G_84",0.73025
"G_35","G_85",0.8765
"G_35","G_86",0.939125
"G_35","G_87",0.933375
"G_35","G_88",0.825875
"G_35","G_89",0.346
"G_35","G_90",0.735125
"G_35","G_91",0.5265
"G_35","G_92",0.881375
"G_35","G_93",0.13025
"G_35","G_97",0.916125
"G_35","G_98",0.576375
"G_36","G_37",0.89775
"G_36","G_38",0.321
"G_36","G_39",0.754125
"G_36","G_40",0.38075
"G_36","G_41",0.605125
"G_36","G_42",0.15325
"G_36","G_43",0.465
"G_36","G_44",0.3765
"G_36","G_45",0.265125
"G_36","G_46",0.37775
"G_36","G_47",0.55175
"G_36","G_48",0.874875
"G_36","G_49",0.69475
"G_36","G_50",0.248375
"G_36","G_51",0.5905
"G_36","G_52",0.636625
"G_36","G_54",0.834375
"G_36","G_56",0.860875
"G_36","G_57",0.92525
"G_36","G_59",0.8835
"G_36","G_60",0.85875
"G_36","G_61",0.91275
"G_36","G_62",0.897375
"G_36","G_63",0.711625
"G_36","G_64",0.76825
"G_36","G_65",0.90475
"G_36","G_66",0.928
"G_36","G_67",0.921625
"G_36","G_68",0.72475
"G_36","G_69",0.90925
"G_36","G_70",0.8155
"G_36","G_71",0.7815
"G_36","G_72",0.812875
"G_36","G_73",0.54325
"G_36","G_74",0.898125
"G_36","G_75",0.896875
"G_36","G_77",0.890625
"G_36","G_78",0.82475
"G_36","G_82",0.90025
"G_36","G_83",0.887625
"G_36","G_84",0.833
"G_36","G_85",0.918
"G_36","G_86",0.92725
"G_36","G_87",0.916375
"G_36","G_88",0.891125
"G_36","G_89",0.660625
"G_36","G_90",0.84225
"G_36","G_91",0.78
"G_36","G_92",0.918
"G_36","G_93",0.254375
"G_36","G_97",0.904
"G_36","G_98",0.841875
"G_37","G_38",0.109375
"G_37","G_39",0.20425
"G_37","G_40",0.099875
"G_37","G_41",0.08725
"G_37","G_42",0.07075
"G_37","G_43",0.097
"G_37","G_44",0.09225
"G_37","G_45",0.09975
"G_37","G_46",0.06425
"G_37","G_47",0.085875
"G_37","G_48",0.407125
"G_37","G_49",0.143125
"G_37","G_50",0.10575
"G_37","G_51",0.1265
"G_37","G_52",0.107125
"G_37","G_54",0.31475
"G_37","G_56",0.342625
"G_37","G_57",0.654625
"G_37","G_59",0.575
"G_37","G_60",0.510375
"G_37","G_61",0.834875
"G_37","G_62",0.424875
"G_37","G_63",0.14325
"G_37","G_64",0.1925
"G_37","G_65",0.3975
"G_37","G_66",0.526625
"G_37","G_67",0.6465
"G_37","G_68",0.124375
"G_37","G_69",0.424875
"G_37","G_70",0.19175
"G_37","G_71",0.225125
"G_37","G_72",0.276625
"G_37","G_73",0.13175
"G_37","G_74",0.773125
"G_37","G_75",0.4865
"G_37","G_77",0.589125
"G_37","G_78",0.53025
"G_37","G_82",0.6625
"G_37","G_83",0.851375
"G_37","G_84",0.43675
"G_37","G_85",0.651375
"G_37","G_86",0.8625
"G_37","G_87",0.88275
"G_37","G_88",0.563875
"G_37","G_89",0.163375
"G_37","G_90",0.446
"G_37","G_91",0.2795
"G_37","G_92",0.668625
"G_37","G_93",0.095125
"G_37","G_97",0.875125
"G_37","G_98",0.221875
"G_38","G_39",0.869875
"G_38","G_40",0.602125
"G_38","G_41",0.780125
"G_38","G_42",0.24175
"G_38","G_43",0.70125
"G_38","G_44",0.598625
"G_38","G_45",0.418625
"G_38","G_46",0.64675
"G_38","G_47",0.787375
"G_38","G_48",0.902625
"G_38","G_49",0.851375
"G_38","G_50",0.360875
"G_38","G_51",0.791
"G_38","G_52",0.795125
"G_38","G_54",0.8695
"G_38","G_56",0.865
"G_38","G_57",0.90775
"G_38","G_59",0.876
"G_38","G_60",0.872875
"G_38","G_61",0.9075
"G_38","G_62",0.90175
"G_38","G_63",0.86425
"G_38","G_64",0.85025
"G_38","G_65",0.912625
"G_38","G_66",0.92075
"G_38","G_67",0.9055
"G_38","G_68",0.838
"G_38","G_69",0.89075
"G_38","G_70",0.876125
"G_38","G_71",0.864375
"G_38","G_72",0.8555
"G_38","G_73",0.768
"G_38","G_74",0.89175
"G_38","G_75",0.897
"G_38","G_77",0.888
"G_38","G_78",0.83575
"G_38","G_82",0.898375
"G_38","G_83",0.8765
"G_38","G_84",0.846625
"G_38","G_85",0.905375
"G_38","G_86",0.91325
"G_38","G_87",0.899375
"G_38","G_88",0.899
"G_38","G_89",0.779
"G_38","G_90",0.87025
"G_38","G_91",0.843
"G_38","G_92",0.923625
"G_38","G_93",0.37325
"G_38","G_97",0.8815
"G_38","G_98",0.864
"G_39","G_40",0.1535
"G_39","G_41",0.264375
"G_39","G_42",0.087
"G_39","G_43",0.157375
"G_39","G_44",0.12625
"G_39","G_45",0.094
"G_39","G_46",0.10675
"G_39","G_47",0.212875
"G_39","G_48",0.76725
"G_39","G_49",0.36425
"G_39","G_50",0.115625
"G_39","G_51",0.26825
"G_39","G_52",0.286375
"G_39","G_54",0.73025
"G_39","G_56",0.761375
"G_39","G_57",0.898125
"G_39","G_59",0.81475
"G_39","G_60",0.777375
"G_39","G_61",0.869375
"G_39","G_62",0.82225
"G_39","G_63",0.386625
"G_39","G_64",0.531125
"G_39","G_65",0.805625
"G_39","G_66",0.847125
"G_39","G_67",0.865875
"G_39","G_68",0.445125
"G_39","G_69",0.813125
"G_39","G_70",0.587875
"G_39","G_71",0.565125
"G_39","G_72",0.66525
"G_39","G_73",0.23275
"G_39","G_74",0.85175
"G_39","G_75",0.8425
"G_39","G_77",0.82625
"G_39","G_78",0.768125
"G_39","G_82",0.8375
"G_39","G_83",0.8515
"G_39","G_84",0.74075
"G_39","G_85",0.85475
"G_39","G_86",0.892
"G_39","G_87",0.87975
"G_39","G_88",0.793375
"G_39","G_89",0.401
"G_39","G_90",0.740875
"G_39","G_91",0.592375
"G_39","G_92",0.849125
"G_39","G_93",0.119625
"G_39","G_97",0.8775
"G_39","G_98",0.661125
"G_40","G_41",0.74575
"G_40","G_42",0.19175
"G_40","G_43",0.603125
"G_40","G_44",0.4885
"G_40","G_45",0.304
"G_40","G_46",0.531375
"G_40","G_47",0.750375
"G_40","G_48",0.91475
"G_40","G_49",0.824875
"G_40","G_50",0.300625
"G_40","G_51",0.75275
"G_40","G_52",0.795625
"G_40","G_54",0.87025
"G_40","G_56",0.9065
"G_40","G_57",0.921875
"G_40","G_59",0.9105
"G_40","G_60",0.893
"G_40","G_61",0.92325
"G_40","G_62",0.915625
"G_40","G_63",0.83175
"G_40","G_64",0.8685
"G_40","G_65",0.928625
"G_40","G_66",0.936
"G_40","G_67",0.918875
"G_40","G_68",0.8485
"G_40","G_69",0.908875
"G_40","G_70",0.898
"G_40","G_71",0.857
"G_40","G_72",0.888875
"G_40","G_73",0.67
"G_40","G_74",0.892625
"G_40","G_75",0.910875
"G_40","G_77",0.89975
"G_40","G_78",0.867625
"G_40","G_82",0.91975
"G_40","G_83",0.914625
"G_40","G_84",0.877375
"G_40","G_85",0.91375
"G_40","G_86",0.931125
"G_40","G_87",0.92325
"G_40","G_88",0.932375
"G_40","G_89",0.784375
"G_40","G_90",0.896
"G_40","G_91",0.863
"G_40","G_92",0.92675
"G_40","G_93",0.333625
"G_40","G_97",0.93275
"G_40","G_98",0.8955
"G_41","G_42",0.14675
"G_41","G_43",0.266375
"G_41","G_44",0.217875
"G_41","G_45",0.1675
"G_41","G_46",0.1915
"G_41","G_47",0.38675
"G_41","G_48",0.918125
"G_41","G_49",0.616625
"G_41","G_50",0.193625
"G_41","G_51",0.463625
"G_41","G_52",0.521
"G_41","G_54",0.900375
"G_41","G_56",0.9185
"G_41","G_57",0.92825
"G_41","G_59",0.9085
"G_41","G_60",0.901625
"G_41","G_61",0.926625
"G_41","G_62",0.9195
"G_41","G_63",0.627375
"G_41","G_64",0.803
"G_41","G_65",0.93825
"G_41","G_66",0.933
"G_41","G_67",0.92675
"G_41","G_68",0.77725
"G_41","G_69",0.92
"G_41","G_70",0.885125
"G_41","G_71",0.772125
"G_41","G_72",0.874375
"G_41","G_73",0.38075
"G_41","G_74",0.91175
"G_41","G_75",0.906875
"G_41","G_77",0.899625
"G_41","G_78",0.884625
"G_41","G_82",0.912125
"G_41","G_83",0.92675
"G_41","G_84",0.873625
"G_41","G_85",0.9245
"G_41","G_86",0.93075
"G_41","G_87",0.919375
"G_41","G_88",0.916375
"G_41","G_89",0.611125
"G_41","G_90",0.87075
"G_41","G_91",0.798125
"G_41","G_92",0.935
"G_41","G_93",0.20475
"G_41","G_97",0.936375
"G_41","G_98",0.901625
"G_42","G_43",0.859
"G_42","G_44",0.8305
"G_42","G_45",0.699375
"G_42","G_46",0.840625
"G_42","G_47",0.87625
"G_42","G_48",0.92475
"G_42","G_49",0.907625
"G_42","G_50",0.58475
"G_42","G_51",0.915625
"G_42","G_52",0.889625
"G_42","G_54",0.9165
"G_42","G_56",0.914
"G_42","G_57",0.931875
"G_42","G_59",0.917
"G_42","G_60",0.899125
"G_42","G_61",0.9265
"G_42","G_62",0.9235
"G_42","G_63",0.923875
"G_42","G_64",0.919125
"G_42","G_65",0.939
"G_42","G_66",0.93875
"G_42","G_67",0.92
"G_42","G_68",0.897625
"G_42","G_69",0.929375
"G_42","G_70",0.914875
"G_42","G_71",0.89725
"G_42","G_72",0.89725
"G_42","G_73",0.894625
"G_42","G_74",0.911
"G_42","G_75",0.912
"G_42","G_77",0.9115
"G_42","G_78",0.87975
"G_42","G_82",0.92075
"G_42","G_83",0.91425
"G_42","G_84",0.904125
"G_42","G_85",0.925375
"G_42","G_86",0.933625
"G_42","G_87",0.924375
"G_42","G_88",0.93025
"G_42","G_89",0.88375
"G_42","G_90",0.906875
"G_42","G_91",0.926875
"G_42","G_92",0.935
"G_42","G_93",0.624875
"G_42","G_97",0.948375
"G_42","G_98",0.90825
"G_43","G_44",0.366
"G_43","G_45",0.199875
"G_43","G_46",0.420875
"G_43","G_47",0.730125
"G_43","G_48",0.889375
"G_43","G_49",0.8015
"G_43","G_50",0.233625
"G_43","G_51",0.697875
"G_43","G_52",0.754375
"G_43","G_54",0.864
"G_43","G_56",0.869125
"G_43","G_57",0.918
"G_43","G_59",0.882375
"G_43","G_60",0.86525
"G_43","G_61",0.904625
"G_43","G_62",0.891625
"G_43","G_63",0.829125
"G_43","G_64",0.8545
"G_43","G_65",0.89925
"G_43","G_66",0.913625
"G_43","G_67",0.907625
"G_43","G_68",0.8475
"G_43","G_69",0.889625
"G_43","G_70",0.883875
"G_43","G_71",0.849
"G_43","G_72",0.850375
"G_43","G_73",0.6
"G_43","G_74",0.88525
"G_43","G_75",0.886
"G_43","G_77",0.889125
"G_43","G_78",0.852875
"G_43","G_82",0.89
"G_43","G_83",0.876
"G_43","G_84",0.85075
"G_43","G_85",0.885
"G_43","G_86",0.92
"G_43","G_87",0.904
"G_43","G_88",0.896
"G_43","G_89",0.721625
"G_43","G_90",0.87325
"G_43","G_91",0.848
"G_43","G_92",0.92075
"G_43","G_93",0.237625
"G_43","G_97",0.90575
"G_43","G_98",0.8715
"G_44","G_45",0.2965
"G_44","G_46",0.55275
"G_44","G_47",0.779
"G_44","G_48",0.904625
"G_44","G_49",0.847625
"G_44","G_50",0.28925
"G_44","G_51",0.761
"G_44","G_52",0.80325
"G_44","G_54",0.8685
"G_44","G_56",0.865875
"G_44","G_57",0.90725
"G_44","G_59",0.8835
"G_44","G_60",0.884625
"G_44","G_61",0.903875
"G_44","G_62",0.9115
"G_44","G_63",0.864375
"G_44","G_64",0.858875
"G_44","G_65",0.922625
"G_44","G_66",0.922875
"G_44","G_67",0.910625
"G_44","G_68",0.844875
"G_44","G_69",0.904
"G_44","G_70",0.88675
"G_44","G_71",0.876125
"G_44","G_72",0.849
"G_44","G_73",0.718625
"G_44","G_74",0.8965
"G_44","G_75",0.895625
"G_44","G_77",0.89025
"G_44","G_78",0.831875
"G_44","G_82",0.884625
"G_44","G_83",0.875375
"G_44","G_84",0.859125
"G_44","G_85",0.904375
"G_44","G_86",0.9235
"G_44","G_87",0.899125
"G_44","G_88",0.896875
"G_44","G_89",0.756625
"G_44","G_90",0.87975
"G_44","G_91",0.840875
"G_44","G_92",0.928375
"G_44","G_93",0.3035
"G_44","G_97",0.904375
"G_44","G_98",0.873625
"G_45","G_46",0.7665
"G_45","G_47",0.829375
"G_45","G_48",0.8885
"G_45","G_49",0.874375
"G_45","G_50",0.410875
"G_45","G_51",0.856
"G_45","G_52",0.861625
"G_45","G_54",0.87225
"G_45","G_56",0.872375
"G_45","G_57",0.93525
"G_45","G_59",0.877
"G_45","G_60",0.854375
"G_45","G_61",0.90175
"G_45","G_62",0.912875
"G_45","G_63",0.884875
"G_45","G_64",0.86725
"G_45","G_65",0.891125
"G_45","G_66",0.919375
"G_45","G_67",0.91525
"G_45","G_68",0.851625
"G_45","G_69",0.897375
"G_45","G_70",0.875625
"G_45","G_71",0.8755
"G_45","G_72",0.853625
"G_45","G_73",0.828125
"G_45","G_74",0.88525
"G_45","G_75",0.89575
"G_45","G_77",0.9125
"G_45","G_78",0.83575
"G_45","G_82",0.88575
"G_45","G_83",0.875
"G_45","G_84",0.8515
"G_45","G_85",0.904375
"G_45","G_86",0.9295
"G_45","G_87",0.919625
"G_45","G_88",0.89225
"G_45","G_89",0.834375
"G_45","G_90",0.871
"G_45","G_91",0.882625
"G_45","G_92",0.914
"G_45","G_93",0.44725
"G_45","G_97",0.90525
"G_45","G_98",0.8915
"G_46","G_47",0.811375
"G_46","G_48",0.946125
"G_46","G_49",0.85825
"G_46","G_50",0.271875
"G_46","G_51",0.757
"G_46","G_52",0.8285
"G_46","G_54",0.8865
"G_46","G_56",0.90325
"G_46","G_57",0.950125
"G_46","G_59",0.9085
"G_46","G_60",0.924
"G_46","G_61",0.93575
"G_46","G_62",0.92625
"G_46","G_63",0.8855
"G_46","G_64",0.904625
"G_46","G_65",0.951
